"releaseStage","operationId","summary","apiDocsUrl","method","path","pathParams","requestBodyParams","responseParams","tags","pythonOperation","oauthScopes"
"GA","getNetworkFirmwareUpgradesStagedGroup","Get a Staged Upgrade Group from a network","https://developer.cisco.com/meraki/api-v1/get-network-firmware-upgrades-staged-group/","get","/networks/{networkId}/firmwareUpgrades/staged/groups/{groupId}","networkId, groupId","","assignedDevices, description, devices, groupId, id, isDefault, name, serial, switchStacks","networks, configure, firmwareUpgrades, staged, groups","networks.getNetworkFirmwareUpgradesStagedGroup","dashboard:general:config:read"
"GA","updateNetworkFirmwareUpgradesStagedGroup","Update a Staged Upgrade Group for a network","https://developer.cisco.com/meraki/api-v1/update-network-firmware-upgrades-staged-group/","put","/networks/{networkId}/firmwareUpgrades/staged/groups/{groupId}","networkId, groupId","assignedDevices, description, devices, id, isDefault, name, serial, switchStacks","assignedDevices, description, devices, groupId, id, isDefault, name, serial, switchStacks","networks, configure, firmwareUpgrades, staged, groups","networks.updateNetworkFirmwareUpgradesStagedGroup","dashboard:general:config:write"
"GA","deleteNetworkFirmwareUpgradesStagedGroup","Delete a Staged Upgrade Group","https://developer.cisco.com/meraki/api-v1/delete-network-firmware-upgrades-staged-group/","delete","/networks/{networkId}/firmwareUpgrades/staged/groups/{groupId}","networkId, groupId","","","networks, configure, firmwareUpgrades, staged, groups","networks.deleteNetworkFirmwareUpgradesStagedGroup","dashboard:general:config:write"
"GA","getNetworkFirmwareUpgradesStagedStages","Order of Staged Upgrade Groups in a network","https://developer.cisco.com/meraki/api-v1/get-network-firmware-upgrades-staged-stages/","get","/networks/{networkId}/firmwareUpgrades/staged/stages","networkId","","description, group, id, name","networks, configure, firmwareUpgrades, staged, stages","networks.getNetworkFirmwareUpgradesStagedStages","dashboard:general:config:read"
"GA","updateNetworkFirmwareUpgradesStagedStages","Assign Staged Upgrade Group order in the sequence.","https://developer.cisco.com/meraki/api-v1/update-network-firmware-upgrades-staged-stages/","put","/networks/{networkId}/firmwareUpgrades/staged/stages","networkId","_json, group, id","description, group, id, name","networks, configure, firmwareUpgrades, staged, stages","networks.updateNetworkFirmwareUpgradesStagedStages","dashboard:general:config:write"
"GA","getNetworkFloorPlans","List the floor plans that belong to your network","https://developer.cisco.com/meraki/api-v1/get-network-floor-plans/","get","/networks/{networkId}/floorPlans","networkId","","address, bottomLeftCorner, bottomRightCorner, center, details, devices, firmware, floorNumber, floorPlanId, height, imageExtension, imageMd5, imageUrl, imageUrlExpiresAt, imei, lanIp, lat, lng, mac, model, name, networkId, notes, productType, serial, tags, topLeftCorner, topRightCorner, value, width","networks, configure, floorPlans","networks.getNetworkFloorPlans","dashboard:general:config:read"
"GA","createNetworkFloorPlan","Upload a floor plan","https://developer.cisco.com/meraki/api-v1/create-network-floor-plan/","post","/networks/{networkId}/floorPlans","networkId","bottomLeftCorner, bottomRightCorner, center, floorNumber, imageContents, lat, lng, name, topLeftCorner, topRightCorner","address, bottomLeftCorner, bottomRightCorner, center, details, devices, firmware, floorNumber, floorPlanId, height, imageExtension, imageMd5, imageUrl, imageUrlExpiresAt, imei, lanIp, lat, lng, mac, model, name, networkId, notes, productType, serial, tags, topLeftCorner, topRightCorner, value, width","networks, configure, floorPlans","networks.createNetworkFloorPlan","dashboard:general:config:write"
"GA","batchNetworkFloorPlansAutoLocateJobs","Schedule auto locate jobs for one or more floor plans in a network","https://developer.cisco.com/meraki/api-v1/batch-network-floor-plans-auto-locate-jobs/","post","/networks/{networkId}/floorPlans/autoLocate/jobs/batch","networkId","floorPlanId, jobs, refresh, scheduledAt","completed, errors, floorPlanId, gnss, id, jobs, networkId, percentage, ranging, scheduledAt, source, status, type","networks, configure, floorPlans, autoLocate, jobs","networks.batchNetworkFloorPlansAutoLocateJobs","wireless:config:write"
"GA","cancelNetworkFloorPlansAutoLocateJob","Cancel a scheduled or running auto locate job","https://developer.cisco.com/meraki/api-v1/cancel-network-floor-plans-auto-locate-job/","post","/networks/{networkId}/floorPlans/autoLocate/jobs/{jobId}/cancel","networkId, jobId","","","networks, configure, floorPlans, autoLocate, jobs","networks.cancelNetworkFloorPlansAutoLocateJob","wireless:config:write"
"GA","publishNetworkFloorPlansAutoLocateJob","Update the status of a finished auto locate job to be published, and update device locations","https://developer.cisco.com/meraki/api-v1/publish-network-floor-plans-auto-locate-job/","post","/networks/{networkId}/floorPlans/autoLocate/jobs/{jobId}/publish","networkId, jobId","autoLocate, devices, isAnchor, lat, lng, serial","success","networks, configure, floorPlans, autoLocate, jobs","networks.publishNetworkFloorPlansAutoLocateJob","wireless:config:write"
"GA","recalculateNetworkFloorPlansAutoLocateJob","Trigger auto locate recalculation for a job, and optionally set anchors","https://developer.cisco.com/meraki/api-v1/recalculate-network-floor-plans-auto-locate-job/","post","/networks/{networkId}/floorPlans/autoLocate/jobs/{jobId}/recalculate","networkId, jobId","autoLocate, devices, isAnchor, lat, lng, serial","success","networks, configure, floorPlans, autoLocate, jobs","networks.recalculateNetworkFloorPlansAutoLocateJob","wireless:config:write"
"GA","batchNetworkFloorPlansDevicesUpdate","Update floorplan assignments for a batch of devices","https://developer.cisco.com/meraki/api-v1/batch-network-floor-plans-devices-update/","post","/networks/{networkId}/floorPlans/devices/batchUpdate","networkId","assignments, floorPlan, id, serial","success","networks, configure, floorPlans, devices","networks.batchNetworkFloorPlansDevicesUpdate","dashboard:general:config:write"
"GA","getNetworkFloorPlan","Find a floor plan by ID","https://developer.cisco.com/meraki/api-v1/get-network-floor-plan/","get","/networks/{networkId}/floorPlans/{floorPlanId}","networkId, floorPlanId","","address, bottomLeftCorner, bottomRightCorner, center, details, devices, firmware, floorNumber, floorPlanId, height, imageExtension, imageMd5, imageUrl, imageUrlExpiresAt, imei, lanIp, lat, lng, mac, model, name, networkId, notes, productType, serial, tags, topLeftCorner, topRightCorner, value, width","networks, configure, floorPlans","networks.getNetworkFloorPlan","dashboard:general:config:read"
"GA","updateNetworkFloorPlan","Update a floor plan's geolocation and other meta data","https://developer.cisco.com/meraki/api-v1/update-network-floor-plan/","put","/networks/{networkId}/floorPlans/{floorPlanId}","networkId, floorPlanId","bottomLeftCorner, bottomRightCorner, center, floorNumber, imageContents, lat, lng, name, topLeftCorner, topRightCorner","address, bottomLeftCorner, bottomRightCorner, center, details, devices, firmware, floorNumber, floorPlanId, height, imageExtension, imageMd5, imageUrl, imageUrlExpiresAt, imei, lanIp, lat, lng, mac, model, name, networkId, notes, productType, serial, tags, topLeftCorner, topRightCorner, value, width","networks, configure, floorPlans","networks.updateNetworkFloorPlan","dashboard:general:config:write"
"GA","deleteNetworkFloorPlan","Destroy a floor plan","https://developer.cisco.com/meraki/api-v1/delete-network-floor-plan/","delete","/networks/{networkId}/floorPlans/{floorPlanId}","networkId, floorPlanId","","address, bottomLeftCorner, bottomRightCorner, center, details, devices, firmware, floorNumber, floorPlanId, height, imageExtension, imageMd5, imageUrl, imageUrlExpiresAt, imei, lanIp, lat, lng, mac, model, name, networkId, notes, productType, serial, tags, topLeftCorner, topRightCorner, value, width","networks, configure, floorPlans","networks.deleteNetworkFloorPlan","dashboard:general:config:write"
"GA","getNetworkGroupPolicies","List the group policies in a network","https://developer.cisco.com/meraki/api-v1/get-network-group-policies/","get","/networks/{networkId}/groupPolicies","networkId","","active, allowedUrlPatterns, bandwidth, bandwidthLimits, blockedUrlCategories, blockedUrlPatterns, bonjourForwarding, categories, comment, contentFiltering, definitions, description, destCidr, destPort, dscpTagValue, enabled, firewallAndTrafficShaping, friday, from, groupPolicyId, l3FirewallRules, l7FirewallRules, limitDown, limitUp, monday, patterns, pcpTagValue, perClientBandwidthLimits, policy, priority, protocol, rules, saturday, scheduling, services, settings, splashAuthSettings, sunday, thursday, to, trafficShapingRules, tuesday, type, value, vlanId, vlanTagging, wednesday","networks, configure, groupPolicies","networks.getNetworkGroupPolicies","dashboard:general:config:read"
"GA","createNetworkGroupPolicy","Create a group policy","https://developer.cisco.com/meraki/api-v1/create-network-group-policy/","post","/networks/{networkId}/groupPolicies","networkId","active, allowedUrlPatterns, bandwidth, bandwidthLimits, blockedUrlCategories, blockedUrlPatterns, bonjourForwarding, categories, comment, contentFiltering, definitions, description, destCidr, destPort, dscpTagValue, enabled, firewallAndTrafficShaping, friday, from, l3FirewallRules, l7FirewallRules, limitDown, limitUp, monday, name, patterns, pcpTagValue, perClientBandwidthLimits, policy, priority, protocol, rules, saturday, scheduling, services, settings, splashAuthSettings, sunday, thursday, to, trafficShapingRules, tuesday, type, value, vlanId, vlanTagging, wednesday","active, allowedUrlPatterns, bandwidth, bandwidthLimits, blockedUrlCategories, blockedUrlPatterns, bonjourForwarding, categories, comment, contentFiltering, definitions, description, destCidr, destPort, dscpTagValue, enabled, firewallAndTrafficShaping, friday, from, groupPolicyId, l3FirewallRules, l7FirewallRules, limitDown, limitUp, monday, patterns, pcpTagValue, perClientBandwidthLimits, policy, priority, protocol, rules, saturday, scheduling, services, settings, splashAuthSettings, sunday, thursday, to, trafficShapingRules, tuesday, type, value, vlanId, vlanTagging, wednesday","networks, configure, groupPolicies","networks.createNetworkGroupPolicy","dashboard:general:config:write"
"GA","getNetworkGroupPolicy","Display a group policy","https://developer.cisco.com/meraki/api-v1/get-network-group-policy/","get","/networks/{networkId}/groupPolicies/{groupPolicyId}","networkId, groupPolicyId","","active, allowedUrlPatterns, bandwidth, bandwidthLimits, blockedUrlCategories, blockedUrlPatterns, bonjourForwarding, categories, comment, contentFiltering, definitions, description, destCidr, destPort, dscpTagValue, enabled, firewallAndTrafficShaping, friday, from, groupPolicyId, l3FirewallRules, l7FirewallRules, limitDown, limitUp, monday, patterns, pcpTagValue, perClientBandwidthLimits, policy, priority, protocol, rules, saturday, scheduling, services, settings, splashAuthSettings, sunday, thursday, to, trafficShapingRules, tuesday, type, value, vlanId, vlanTagging, wednesday","networks, configure, groupPolicies","networks.getNetworkGroupPolicy","dashboard:general:config:read"
"GA","updateNetworkGroupPolicy","Update a group policy","https://developer.cisco.com/meraki/api-v1/update-network-group-policy/","put","/networks/{networkId}/groupPolicies/{groupPolicyId}","networkId, groupPolicyId","active, allowedUrlPatterns, bandwidth, bandwidthLimits, blockedUrlCategories, blockedUrlPatterns, bonjourForwarding, categories, comment, contentFiltering, definitions, description, destCidr, destPort, dscpTagValue, enabled, firewallAndTrafficShaping, friday, from, l3FirewallRules, l7FirewallRules, limitDown, limitUp, monday, name, patterns, pcpTagValue, perClientBandwidthLimits, policy, priority, protocol, rules, saturday, scheduling, services, settings, splashAuthSettings, sunday, thursday, to, trafficShapingRules, tuesday, type, value, vlanId, vlanTagging, wednesday","active, allowedUrlPatterns, bandwidth, bandwidthLimits, blockedUrlCategories, blockedUrlPatterns, bonjourForwarding, categories, comment, contentFiltering, definitions, description, destCidr, destPort, dscpTagValue, enabled, firewallAndTrafficShaping, friday, from, groupPolicyId, l3FirewallRules, l7FirewallRules, limitDown, limitUp, monday, patterns, pcpTagValue, perClientBandwidthLimits, policy, priority, protocol, rules, saturday, scheduling, services, settings, splashAuthSettings, sunday, thursday, to, trafficShapingRules, tuesday, type, value, vlanId, vlanTagging, wednesday","networks, configure, groupPolicies","networks.updateNetworkGroupPolicy","dashboard:general:config:write"
"GA","deleteNetworkGroupPolicy","Delete a group policy","https://developer.cisco.com/meraki/api-v1/delete-network-group-policy/","delete","/networks/{networkId}/groupPolicies/{groupPolicyId}","networkId, groupPolicyId, force","","","networks, configure, groupPolicies","networks.deleteNetworkGroupPolicy","dashboard:general:config:write"
"deprecated","getNetworkHealthAlerts","Return all global alerts on this network","https://developer.cisco.com/meraki/api-v1/get-network-health-alerts/","get","/networks/{networkId}/health/alerts","networkId","","applications, category, clients, devices, id, lldp, mac, name, network, peers, portId, productType, scope, serial, severity, type, url","networks, configure, health, alerts","networks.getNetworkHealthAlerts","dashboard:general:telemetry:read"
"GA","getNetworkInsightApplicationHealthByTime","Get application health by time","https://developer.cisco.com/meraki/api-v1/get-network-insight-application-health-by-time/","get","/networks/{networkId}/insight/applications/{applicationId}/healthByTime","networkId, applicationId, t0, t1, timespan, resolution","","endTs, lanGoodput, lanLatencyMs, lanLossPercent, numClients, recv, responseDuration, sent, startTs, wanGoodput, wanLatencyMs, wanLossPercent","insight, monitor, applications, healthByTime","insight.getNetworkInsightApplicationHealthByTime","sdwan:telemetry:read"
"beta","getNetworkLocationScanning","Return scanning API settings","https://developer.cisco.com/meraki/api-v1/get-network-location-scanning/","get","/networks/{networkId}/locationScanning","networkId","","analyticsEnabled, scanningApiEnabled, validator","networks, configure, locationScanning","networks.getNetworkLocationScanning","dashboard:general:config:read"
"beta","updateNetworkLocationScanning","Change scanning API settings","https://developer.cisco.com/meraki/api-v1/update-network-location-scanning/","put","/networks/{networkId}/locationScanning","networkId","analyticsEnabled, scanningApiEnabled","analyticsEnabled, scanningApiEnabled, validator","networks, configure, locationScanning","networks.updateNetworkLocationScanning","dashboard:general:config:write"
"beta","getNetworkLocationScanningHttpServers","Return list of scanning API receivers","https://developer.cisco.com/meraki/api-v1/get-network-location-scanning-http-servers/","get","/networks/{networkId}/locationScanning/httpServers","networkId","","endpoints, errorAt, httpServer, id, name, networkId, postErrors, radioType, scanningApiVersion, sharedSecret, successAt, url, validatedAt, validator","networks, configure, locationScanning, httpServers","networks.getNetworkLocationScanningHttpServers","dashboard:general:config:read"
"beta","updateNetworkLocationScanningHttpServers","Set the list of scanning API receivers","https://developer.cisco.com/meraki/api-v1/update-network-location-scanning-http-servers/","put","/networks/{networkId}/locationScanning/httpServers","networkId","endpoints, httpServer, radioType, scanningApiVersion, sharedSecret, url","endpoints, errorAt, httpServer, id, name, networkId, postErrors, radioType, scanningApiVersion, sharedSecret, successAt, url, validatedAt, validator","networks, configure, locationScanning, httpServers","networks.updateNetworkLocationScanningHttpServers","dashboard:general:config:write"
"GA","getNetworkMerakiAuthUsers","List the authorized users configured under Meraki Authentication for a network (splash guest or RADIUS users for a wireless network, or client VPN users for a MX network)","https://developer.cisco.com/meraki/api-v1/get-network-meraki-auth-users/","get","/networks/{networkId}/merakiAuthUsers","networkId","","accountType, authorizations, authorizedByEmail, authorizedByName, authorizedZone, createdAt, email, expiresAt, id, isAdmin, name, ssidNumber","networks, configure, merakiAuthUsers","networks.getNetworkMerakiAuthUsers","dashboard:general:config:read"
"GA","createNetworkMerakiAuthUser","Authorize a user configured with Meraki Authentication for a network (currently supports 802.1X, splash guest, and client VPN users, and currently, organizations have a 50,000 user cap)","https://developer.cisco.com/meraki/api-v1/create-network-meraki-auth-user/","post","/networks/{networkId}/merakiAuthUsers","networkId","accountType, authorizations, email, emailPasswordToUser, expiresAt, isAdmin, name, password, ssidNumber","accountType, authorizations, authorizedByEmail, authorizedByName, authorizedZone, createdAt, email, expiresAt, id, isAdmin, name, ssidNumber","networks, configure, merakiAuthUsers","networks.createNetworkMerakiAuthUser","dashboard:general:config:write"
"GA","getNetworkMerakiAuthUser","Return the Meraki Auth splash guest, RADIUS, or client VPN user","https://developer.cisco.com/meraki/api-v1/get-network-meraki-auth-user/","get","/networks/{networkId}/merakiAuthUsers/{merakiAuthUserId}","networkId, merakiAuthUserId","","accountType, authorizations, authorizedByEmail, authorizedByName, authorizedZone, createdAt, email, expiresAt, id, isAdmin, name, ssidNumber","networks, configure, merakiAuthUsers","networks.getNetworkMerakiAuthUser","dashboard:general:config:read"
"GA","deleteNetworkMerakiAuthUser","Delete an 802.1X RADIUS user, or deauthorize and optionally delete a splash guest or client VPN user.","https://developer.cisco.com/meraki/api-v1/delete-network-meraki-auth-user/","delete","/networks/{networkId}/merakiAuthUsers/{merakiAuthUserId}","networkId, merakiAuthUserId, delete","","","networks, configure, merakiAuthUsers","networks.deleteNetworkMerakiAuthUser","dashboard:general:config:write"
"GA","updateNetworkMerakiAuthUser","Update a user configured with Meraki Authentication (currently, 802.1X RADIUS, splash guest, and client VPN users can be updated)","https://developer.cisco.com/meraki/api-v1/update-network-meraki-auth-user/","put","/networks/{networkId}/merakiAuthUsers/{merakiAuthUserId}","networkId, merakiAuthUserId","authorizations, emailPasswordToUser, expiresAt, name, password, ssidNumber","accountType, authorizations, authorizedByEmail, authorizedByName, authorizedZone, createdAt, email, expiresAt, id, isAdmin, name, ssidNumber","networks, configure, merakiAuthUsers","networks.updateNetworkMerakiAuthUser","dashboard:general:config:write"
"GA","getNetworkMqttBrokers","List the MQTT brokers for this network","https://developer.cisco.com/meraki/api-v1/get-network-mqtt-brokers/","get","/networks/{networkId}/mqttBrokers","networkId","","authentication, hasCaCertificate, host, id, mode, name, port, security, tls, username, verifyHostnames","networks, configure, mqttBrokers","networks.getNetworkMqttBrokers","dashboard:general:telemetry:read"
"GA","createNetworkMqttBroker","Add an MQTT broker","https://developer.cisco.com/meraki/api-v1/create-network-mqtt-broker/","post","/networks/{networkId}/mqttBrokers","networkId","authentication, caCertificate, host, mode, name, password, port, security, tls, username, verifyHostnames","authentication, hasCaCertificate, host, id, mode, name, port, security, tls, username, verifyHostnames","networks, configure, mqttBrokers","networks.createNetworkMqttBroker","dashboard:general:telemetry:write"
"GA","getNetworkMqttBroker","Return an MQTT broker","https://developer.cisco.com/meraki/api-v1/get-network-mqtt-broker/","get","/networks/{networkId}/mqttBrokers/{mqttBrokerId}","networkId, mqttBrokerId","","authentication, hasCaCertificate, host, id, mode, name, port, security, tls, username, verifyHostnames","networks, configure, mqttBrokers","networks.getNetworkMqttBroker","dashboard:general:telemetry:read"
"GA","updateNetworkMqttBroker","Update an MQTT broker","https://developer.cisco.com/meraki/api-v1/update-network-mqtt-broker/","put","/networks/{networkId}/mqttBrokers/{mqttBrokerId}","networkId, mqttBrokerId","authentication, caCertificate, host, mode, name, password, port, security, tls, username, verifyHostnames","authentication, hasCaCertificate, host, id, mode, name, port, security, tls, username, verifyHostnames","networks, configure, mqttBrokers","networks.updateNetworkMqttBroker","dashboard:general:telemetry:write"
"GA","deleteNetworkMqttBroker","Delete an MQTT broker","https://developer.cisco.com/meraki/api-v1/delete-network-mqtt-broker/","delete","/networks/{networkId}/mqttBrokers/{mqttBrokerId}","networkId, mqttBrokerId","","","networks, configure, mqttBrokers","networks.deleteNetworkMqttBroker","dashboard:general:telemetry:write"
"GA","getNetworkNetflow","Return the NetFlow traffic reporting settings for a network","https://developer.cisco.com/meraki/api-v1/get-network-netflow/","get","/networks/{networkId}/netflow","networkId","","collectorIp, collectorPort, etaDstPort, etaEnabled, reportingEnabled","networks, configure, netflow","networks.getNetworkNetflow","dashboard:general:telemetry:read"
"GA","updateNetworkNetflow","Update the NetFlow traffic reporting settings for a network","https://developer.cisco.com/meraki/api-v1/update-network-netflow/","put","/networks/{networkId}/netflow","networkId","collectorIp, collectorPort, etaDstPort, etaEnabled, reportingEnabled","collectorIp, collectorPort, etaDstPort, etaEnabled, reportingEnabled","networks, configure, netflow","networks.updateNetworkNetflow","dashboard:general:telemetry:write"
"GA","getNetworkNetworkHealthChannelUtilization","Get the channel utilization over each radio for all APs in a network.","https://developer.cisco.com/meraki/api-v1/get-network-network-health-channel-utilization/","get","/networks/{networkId}/networkHealth/channelUtilization","networkId, t0, t1, timespan, resolution, perPage, startingAfter, endingBefore","","endTime, model, serial, startTime, tags, utilization80211, utilizationNon80211, utilizationTotal, wifi0, wifi1","networks, monitor, networkHealth, channelUtilization","networks.getNetworkNetworkHealthChannelUtilization","wireless:telemetry:read"
"GA","getNetworkPiiPiiKeys","List the keys required to access Personally Identifiable Information (PII) for a given identifier","https://developer.cisco.com/meraki/api-v1/get-network-pii-pii-keys/","get","/networks/{networkId}/pii/piiKeys","networkId, username, email, mac, serial, imei, bluetoothMac","","","networks, configure, pii, piiKeys","networks.getNetworkPiiPiiKeys","dashboard:general:config:read"
"GA","getNetworkPiiRequests","List the PII requests for this network or organization","https://developer.cisco.com/meraki/api-v1/get-network-pii-requests/","get","/networks/{networkId}/pii/requests","networkId","","completedAt, createdAt, datasets, id, mac, networkId, organizationWide, status, type","networks, configure, pii, requests","networks.getNetworkPiiRequests","dashboard:general:config:read"
"GA","createNetworkPiiRequest","Submit a new delete or restrict processing PII request","https://developer.cisco.com/meraki/api-v1/create-network-pii-request/","post","/networks/{networkId}/pii/requests","networkId","datasets, email, mac, smDeviceId, smUserId, type, username","completedAt, createdAt, datasets, id, mac, networkId, organizationWide, status, type","networks, configure, pii, requests","networks.createNetworkPiiRequest","dashboard:general:config:write"
"GA","getNetworkPiiRequest","Return a PII request","https://developer.cisco.com/meraki/api-v1/get-network-pii-request/","get","/networks/{networkId}/pii/requests/{requestId}","networkId, requestId","","completedAt, createdAt, datasets, id, mac, networkId, organizationWide, status, type","networks, configure, pii, requests","networks.getNetworkPiiRequest","dashboard:general:config:read"
"GA","deleteNetworkPiiRequest","Delete a restrict processing PII request","https://developer.cisco.com/meraki/api-v1/delete-network-pii-request/","delete","/networks/{networkId}/pii/requests/{requestId}","networkId, requestId","","","networks, configure, pii, requests","networks.deleteNetworkPiiRequest","dashboard:general:config:write"
"GA","getNetworkPiiSmDevicesForKey","Given a piece of Personally Identifiable Information (PII), return the Systems Manager device ID(s) associated with that identifier","https://developer.cisco.com/meraki/api-v1/get-network-pii-sm-devices-for-key/","get","/networks/{networkId}/pii/smDevicesForKey","networkId, username, email, mac, serial, imei, bluetoothMac","","","networks, configure, pii, smDevicesForKey","networks.getNetworkPiiSmDevicesForKey","sm:config:read"
"GA","getNetworkPiiSmOwnersForKey","Given a piece of Personally Identifiable Information (PII), return the Systems Manager owner ID(s) associated with that identifier","https://developer.cisco.com/meraki/api-v1/get-network-pii-sm-owners-for-key/","get","/networks/{networkId}/pii/smOwnersForKey","networkId, username, email, mac, serial, imei, bluetoothMac","","","networks, configure, pii, smOwnersForKey","networks.getNetworkPiiSmOwnersForKey","sm:config:read"
"GA","getNetworkPoliciesByClient","Get policies for all clients with policies","https://developer.cisco.com/meraki/api-v1/get-network-policies-by-client/","get","/networks/{networkId}/policies/byClient","networkId, perPage, startingAfter, endingBefore, t0, timespan","","assigned, clientId, groupPolicyId, name, ssid, ssidNumber, type","networks, configure, policies, byClient","networks.getNetworkPoliciesByClient","dashboard:general:config:read"
"GA","getNetworkSensorAlertsCurrentOverviewByMetric","Return an overview of currently alerting sensors by metric","https://developer.cisco.com/meraki/api-v1/get-network-sensor-alerts-current-overview-by-metric/","get","/networks/{networkId}/sensor/alerts/current/overview/byMetric","networkId","","ambient, apparentPower, co2, counts, current, door, frequency, humidity, indoorAirQuality, noise, pm25, powerFactor, realPower, supportedMetrics, temperature, tvoc, upstreamPower, voltage, water","sensor, monitor, alerts, current, overview, byMetric","sensor.getNetworkSensorAlertsCurrentOverviewByMetric","sensor:telemetry:read"
"GA","getNetworkSensorAlertsOverviewByMetric","Return an overview of alert occurrences over a timespan, by metric","https://developer.cisco.com/meraki/api-v1/get-network-sensor-alerts-overview-by-metric/","get","/networks/{networkId}/sensor/alerts/overview/byMetric","networkId, t0, t1, timespan, interval","","ambient, apparentPower, co2, counts, current, door, endTs, frequency, humidity, indoorAirQuality, noise, pm25, powerFactor, realPower, startTs, temperature, tvoc, upstreamPower, voltage, water","sensor, monitor, alerts, overview, byMetric","sensor.getNetworkSensorAlertsOverviewByMetric","sensor:telemetry:read"
"GA","getNetworkSensorAlertsProfiles","Lists all sensor alert profiles for a network.","https://developer.cisco.com/meraki/api-v1/get-network-sensor-alerts-profiles/","get","/networks/{networkId}/sensor/alerts/profiles","networkId","","ambient, apparentPower, celsius, co2, concentration, conditions, current, direction, door, draw, duration, emails, fahrenheit, frequency, httpServerIds, humidity, id, includeSensorUrl, indoorAirQuality, level, message, metric, name, noise, open, outageDetected, percentage, pm25, powerFactor, present, profileId, quality, realPower, recipients, relativePercentage, schedule, score, serials, smsNumbers, temperature, threshold, tvoc, upstreamPower, voltage, water","sensor, configure, alerts, profiles","sensor.getNetworkSensorAlertsProfiles","sensor:telemetry:read"
"GA","createNetworkSensorAlertsProfile","Creates a sensor alert profile for a network.","https://developer.cisco.com/meraki/api-v1/create-network-sensor-alerts-profile/","post","/networks/{networkId}/sensor/alerts/profiles","networkId","ambient, apparentPower, celsius, co2, concentration, conditions, current, direction, door, draw, duration, emails, fahrenheit, frequency, httpServerIds, humidity, id, includeSensorUrl, indoorAirQuality, level, message, metric, name, noise, open, outageDetected, percentage, pm25, powerFactor, present, quality, realPower, recipients, relativePercentage, schedule, score, serials, smsNumbers, temperature, threshold, tvoc, upstreamPower, voltage, water","ambient, apparentPower, celsius, co2, concentration, conditions, current, direction, door, draw, duration, emails, fahrenheit, frequency, httpServerIds, humidity, id, includeSensorUrl, indoorAirQuality, level, message, metric, name, noise, open, outageDetected, percentage, pm25, powerFactor, present, profileId, quality, realPower, recipients, relativePercentage, schedule, score, serials, smsNumbers, temperature, threshold, tvoc, upstreamPower, voltage, water","sensor, configure, alerts, profiles","sensor.createNetworkSensorAlertsProfile","sensor:telemetry:write"
"GA","getNetworkSensorAlertsProfile","Show details of a sensor alert profile for a network.","https://developer.cisco.com/meraki/api-v1/get-network-sensor-alerts-profile/","get","/networks/{networkId}/sensor/alerts/profiles/{id}","networkId, id","","ambient, apparentPower, celsius, co2, concentration, conditions, current, direction, door, draw, duration, emails, fahrenheit, frequency, httpServerIds, humidity, id, includeSensorUrl, indoorAirQuality, level, message, metric, name, noise, open, outageDetected, percentage, pm25, powerFactor, present, profileId, quality, realPower, recipients, relativePercentage, schedule, score, serials, smsNumbers, temperature, threshold, tvoc, upstreamPower, voltage, water","sensor, configure, alerts, profiles","sensor.getNetworkSensorAlertsProfile","sensor:telemetry:read"
"GA","updateNetworkSensorAlertsProfile","Updates a sensor alert profile for a network.","https://developer.cisco.com/meraki/api-v1/update-network-sensor-alerts-profile/","put","/networks/{networkId}/sensor/alerts/profiles/{id}","networkId, id","ambient, apparentPower, celsius, co2, concentration, conditions, current, direction, door, draw, duration, emails, fahrenheit, frequency, httpServerIds, humidity, id, includeSensorUrl, indoorAirQuality, level, message, metric, name, noise, open, outageDetected, percentage, pm25, powerFactor, present, quality, realPower, recipients, relativePercentage, schedule, score, serials, smsNumbers, temperature, threshold, tvoc, upstreamPower, voltage, water","ambient, apparentPower, celsius, co2, concentration, conditions, current, direction, door, draw, duration, emails, fahrenheit, frequency, httpServerIds, humidity, id, includeSensorUrl, indoorAirQuality, level, message, metric, name, noise, open, outageDetected, percentage, pm25, powerFactor, present, profileId, quality, realPower, recipients, relativePercentage, schedule, score, serials, smsNumbers, temperature, threshold, tvoc, upstreamPower, voltage, water","sensor, configure, alerts, profiles","sensor.updateNetworkSensorAlertsProfile","sensor:telemetry:write"
"GA","deleteNetworkSensorAlertsProfile","Deletes a sensor alert profile from a network.","https://developer.cisco.com/meraki/api-v1/delete-network-sensor-alerts-profile/","delete","/networks/{networkId}/sensor/alerts/profiles/{id}","networkId, id","","","sensor, configure, alerts, profiles","sensor.deleteNetworkSensorAlertsProfile","sensor:telemetry:write"
"GA","getNetworkSensorMqttBrokers","List the sensor settings of all MQTT brokers for this network","https://developer.cisco.com/meraki/api-v1/get-network-sensor-mqtt-brokers/","get","/networks/{networkId}/sensor/mqttBrokers","networkId","","enabled, mqttBrokerId","sensor, configure, mqttBrokers","sensor.getNetworkSensorMqttBrokers","sensor:telemetry:read"
"GA","getNetworkSensorMqttBroker","Return the sensor settings of an MQTT broker","https://developer.cisco.com/meraki/api-v1/get-network-sensor-mqtt-broker/","get","/networks/{networkId}/sensor/mqttBrokers/{mqttBrokerId}","networkId, mqttBrokerId","","enabled, mqttBrokerId","sensor, configure, mqttBrokers","sensor.getNetworkSensorMqttBroker","sensor:telemetry:read"
